구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
개방화장실,수성구청역,"대구광역시 수성구 달구벌대로 2494, (범어동, 장미)",대구광역시 수성구 범어동 198-6 장미,N,4,6,1,1,0,0,9,1,1,대구도시철도공사,053-756-7822,05:30~24:00,Dec-18,35.8585178,128.6355157,2019-09-10
개방화장실,만촌1동우체국,"대구광역시 수성구 국채보상로 1075, (만촌동)",대구광역시 수성구 만촌동 685-56,N,1,1,0,0,0,0,0,0,0,만촌1동우체국,053-742-0900,09:00~18:00,Dec-91,35.8689039,128.6467717,2019-09-10
개방화장실,만촌1동주민센터,"대구광역시 수성구 무열로 167, (만촌동)",대구광역시 수성구 만촌동 636-7,N,2,2,1,0,0,0,1,0,0,만촌1동주민센터,053-666-3305,09:00~18:00,Jul-82,35.87291413,128.646902,2019-09-10
개방화장실,만촌2동주민센터,"대구광역시 수성구 무열로 12, (만촌동)",대구광역시 수성구 만촌동 942-6,N,1,2,0,0,0,0,1,0,0,만촌2동주민센터,053-666-3306,09:00~18:00,Oct-86,35.8598612,128.6472298,2019-09-10
개방화장실,만촌역,"대구광역시 수성구 달구벌대로 2575, (만촌동)",대구광역시 수성구 만촌동 1037-4,N,4,10,1,1,0,0,15,1,1,대구도시철도공사,053-751-0287,05:30~24:00,Dec-18,35.85935366,128.6444022,2019-09-10
개방화장실,만촌3동주민센터,"대구광역시 수성구 교학로2길 45, (만촌동)",대구광역시 수성구 만촌동 855-2,N,5,5,2,1,0,0,4,0,0,만촌3동주민센터,053-666-3651,09:00~18:00,Aug-97,35.85550776,128.6505711,2019-09-10
개방화장실,만촌119안전센터,"대구광역시 수성구 달구벌대로 2658, (만촌동)",대구광역시 수성구 만촌동 859-1,N,2,2,0,0,0,0,0,0,0,만촌119안전센터,053-752-0119,09:00~18:00,Sep-82,35.85533716,128.6521087,2019-09-10
개방화장실,수성1가우체국,"대구광역시 수성구 달구벌대로 2272, (수성동1가)",대구광역시 수성구 수성동1가 93-36,N,0,0,2,0,0,0,0,0,0,수성1가우체국,053-757-1273,09:00~18:00,Jul-92,35.86002489,128.6109102,2019-09-10
개방화장실,수성1가동주민센터,,대구광역시 수성구 수성동1가 249-139,N,8,7,1,1,0,0,8,0,0,수성1가동주민센터,053-666-3671,09:00~18:00,Oct-96,35.85658128,128.609522,2019-09-10
개방화장실,수성우체국,"대구광역시 수성구 달구벌대로 2320, (수성동2가)",대구광역시 수성구 수성동2가 118-2,N,19,30,2,0,0,0,13,1,0,수성우체국,053-757-1030,09:00~18:00,Dec-89,35.8593054,128.6158579,2019-09-10
개방화장실,수성치안센터,"대구광역시 수성구 들안로54길 26, (수성동3가)",대구광역시 수성구 수성동3가 216,N,0,0,2,0,0,0,0,0,0,수성치안센터,053-763-0113,09:00~18:00,Dec-80,35.8529183,128.6186534,2019-09-10
개방화장실,수성2.3가동주민센터,"대구광역시 수성구 명덕로 443-2, (수성동3가)",대구광역시 수성구 수성동3가 184-5,N,8,8,4,0,0,0,8,0,0,수성2.3가동주민센터,053-666-3696,09:00~18:00,Jun-18,35.85476452,128.6190113,2019-09-10
공중화장실,대구시교육청,"대구광역시 수성구 수성로76길 11, (수성동2가)",대구광역시 수성구 수성동2가 119-2,N,42,54,5,0,0,0,45,1,0,대구시교육청,053-231-0552,09:00~24:00,Apr-18,35.8582484,128.6150618,2019-09-10
개방화장실,대구은행역,,대구광역시 수성구 수성동2가 118-1,N,4,7,1,1,0,0,12,1,1,대구도시철도공사,053-752-0206,05:30~24:00,Jan-18,35.85901258,128.6149588,2019-09-10
개방화장실,수성119안전센터,"대구광역시 수성구 들안로60길 30, (수성동3가)",대구광역시 수성구 수성동3가 40,N,3,5,1,0,0,0,0,0,0,수성119안전센터,053-741-2119,09:00~18:00,Jan-00,35.8568077,128.6209186,2019-09-10
개방화장실,수성4가동주민센터,"대구광역시 수성구 들안로67길 64, (수성동4가)",대구광역시 수성구 수성동4가 1027-6,N,3,1,0,0,0,0,2,0,0,수성4가동주민센터,053-666-3721,09:00~18:00,Oct-84,35.86264525,128.6166478,2019-09-10
개방화장실,범어3동치안센터,"대구광역시 수성구 범어천로 147, (수성동4가)",대구광역시 수성구 수성동4가 985-96,N,1,1,0,0,0,0,0,0,0,범어3동치안센터,053-600-6309,09:00~18:00,Nov-81,35.85994006,128.6221186,2019-09-10
개방화장실,황금1동주민센터,"대구광역시 수성구 청호로57길 10, (황금동)",대구광역시 수성구 황금동 93-5,N,4,4,1,1,0,0,5,1,0,황금1동주민센터,053-666-3731,09:00~18:00,Mar-94,35.84398352,128.6381448,2019-09-10
개방화장실,황금지구대,"대구광역시 수성구 청수로 245, (황금동)",대구광역시 수성구 황금동 148-5,N,1,2,1,0,0,0,0,0,0,황금지구대,053-600-6318,09:00~18:00,Jan-18,35.84102749,128.6347113,2019-09-10
개방화장실,황금동우체국,"대구광역시 수성구 청수로 243, (황금동)",대구광역시 수성구 황금동 148-4,N,1,1,1,0,0,0,0,1,0,황금동우체국,053-763-0177,09:00~18:00,Aug-18,35.84102843,128.6345124,2019-09-10
개방화장실,담티역,"대구광역시 수성구 화랑로34길 61, (만촌동, 그랜드빌라)",대구광역시 수성구 만촌동 360 그랜드빌라,N,3,4,1,1,0,0,7,1,1,대구도시철도공사,053-752-0959,05:30~24:00,Dec-18,35.8750053,128.6482191,2019-09-10
개방화장실,대구시노인종합복지관,"대구광역시 수성구 청수로35길 47, (황금동)",대구광역시 수성구 황금동 478-4,N,6,8,6,0,0,0,8,3,0,대구시노인종합복지관,053-766-6011,09:00~18:00,Mar-95,35.8411411,128.6299865,2019-09-10
개방화장실,수성구청소년수련관,"대구광역시 수성구 청수로45길 100, (황금동)",대구광역시 수성구 황금동 산143-1,N,15,26,3,0,0,0,19,2,0,수성구청소년수련관,053-761-9400,08:00~22:00,Dec-95,35.8448431,128.6319043,2019-09-10
개방화장실,황금2동주민센터,"대구광역시 수성구 청수로31길 45, (황금동)",대구광역시 수성구 황금동 541-2,N,2,2,1,0,0,0,1,1,0,황금2동주민센터,053-666-3761,09:00~18:00,Dec-76,35.84154599,128.625207,2019-09-10
개방화장실,황금2동치안센터,"대구광역시 수성구 들안로42길 17, (황금동)",대구광역시 수성구 황금동 719-20,N,1,1,2,0,0,0,0,0,0,황금2동치안센터,053-762-0112,09:00~18:00,Oct-96,35.84951572,128.6178633,2019-09-10
개방화장실,대구광역시과학교육원,"대구광역시 수성구 동대구로 172, (황금동)",대구광역시 수성구 황금동 626-1,N,18,23,1,1,0,0,33,1,0,대구광역시과학교육원,053-231-1207,09:00~18:00,May-83,35.8450962,128.6270121,2019-09-10
개방화장실,어린이회관,"대구광역시 수성구 동대구로 176, (황금동)",대구광역시 수성구 황금동 626,N,19,36,5,0,3,0,28,6,3,어린이회관,053-760-0613,09:00~18:00,Dec-83,35.8469129,128.6272003,2019-09-10
개방화장실,중동우체국,"대구광역시 수성구 들안로 137, (중동)",대구광역시 수성구 중동 139-3,N,1,0,1,0,0,0,0,0,0,중동우체국,053-764-0014,09:00~18:00,Dec-89,35.84223142,128.616423,2019-09-10
개방화장실,중동주민센터,"대구광역시 수성구 수성로50길 38, (중동)",대구광역시 수성구 중동 44-6,N,5,6,0,0,0,0,2,1,0,중동주민센터,053-666-3313,09:00~18:00,Mar-94,35.84734878,128.6151041,2019-09-10
개방화장실,수성구보건소,"대구광역시 수성구 수성로 213, (중동)",대구광역시 수성구 중동 266-5,N,18,23,10,0,0,0,40,0,0,수성구보건소,053-666-3111,09:00~18:00,Jul-83,35.8447846,128.6122124,2019-09-10
개방화장실,중동치안센터,"대구광역시 수성구 희망로 90, (중동)",대구광역시 수성구 중동 532-286,N,0,0,2,0,0,0,0,0,0,중동치안센터,053-766-0112,09:00~18:00,Dec-88,35.8470301,128.6086555,2019-09-10
개방화장실,상동주민센터,"대구광역시 수성구 들안로9길 56, (상동)",대구광역시 수성구 상동 400,N,2,2,1,0,0,0,4,0,0,상동주민센터,053-666-3798,09:00~18:00,Jul-18,35.83212348,128.6154591,2019-09-10
개방화장실,상동지구대,"대구광역시 수성구 들안로 54, (두산동)",대구광역시 수성구 두산동 138-8,N,1,2,1,0,0,0,0,1,0,상동지구대,053-600-6312,09:00~18:00,Nov-18,35.83451216,128.6172297,2019-09-10
개방화장실,파동우체국,"대구광역시 수성구 파동로 49, (파동)",대구광역시 수성구 파동 492-6,N,1,1,1,0,0,0,0,0,0,파동우체국,053-765-0114,09:00~18:00,Dec-87,35.80871978,128.6199697,2019-09-10
개방화장실,파동주민센터,"대구광역시 수성구 파동로 136, (파동)",대구광역시 수성구 파동 152-20,N,3,3,2,0,0,0,0,0,0,파동주민센터,053-666-3315,09:00~18:00,Oct-18,35.8155269,128.6152046,2019-09-10
개방화장실,파동파출소,"대구광역시 수성구 파동로2길 30, (파동)",대구광역시 수성구 파동 473-4,Y,1,1,1,0,0,0,0,0,0,파동파출소,053-600-6317,24시간,Sep-93,35.80860481,128.6213124,2019-09-10
개방화장실,두산동주민센터,"대구광역시 수성구 무학로 112, (두산동)",대구광역시 수성구 두산동 499-4,N,2,3,1,0,0,0,2,0,0,두산동주민센터,053-666-3316,09:00~18:00,Jul-18,35.8292435,128.6209285,2019-09-10
개방화장실,대구광역시보건환경연구원,"대구광역시 수성구 무학로 215, (지산동)",대구광역시 수성구 지산동 771,N,9,14,2,0,0,0,8,2,0,대구광역시보건환경연구원,053-760-1255,09:00~18:00,May-88,35.8301045,128.6326341,2019-09-10
개방화장실,수성119구조대,"대구광역시 수성구 지범로 151, (지산동)",대구광역시 수성구 지산동 1277-17,N,3,3,0,0,0,0,0,0,0,수성119구조대,053-781-9119,09:00~18:00,Oct-93,35.8233034,128.6370269,2019-09-10
개방화장실,한국환경공단 대구경북지역본부,"대구광역시 수성구 무학로 209, (지산동)",대구광역시 수성구 지산동 761-11,N,9,14,1,0,0,0,5,1,0,한국환경공단 대구경북지역본부,053-280-3886,09:00~18:00,Aug-89,35.83048959,128.6315396,2019-09-10
개방화장실,지산우체국,"대구광역시 수성구 지범로 149, (지산동)",대구광역시 수성구 지산동 1277-18,N,2,1,0,0,0,0,0,0,0,지산우체국,053-782-2314,09:00~18:00,Oct-91,35.8234174,128.6367401,2019-09-10
개방화장실,수성아트피아,"대구광역시 수성구 무학로 180, (지산동)",대구광역시 수성구 지산동 1137-3,N,27,39,4,0,0,0,45,2,0,수성문화재단(수성아트피아),053-668-1800,08:30~22:00,Aug-18,35.8295426,128.628415,2019-09-10
개방화장실,지산1동주민센터,"대구광역시 수성구 지범로21길 16, (지산동)",대구광역시 수성구 지산동 1280-2,N,10,6,0,0,0,0,10,0,1,지산1동주민센터,053-666-3855,09:00~21:00,Jan-89,35.8247805,128.6370564,2019-09-10
개방화장실,황금119안전센터,"대구광역시 수성구 동대구로12길 41, (지산동)",대구광역시 수성구 지산동 993-3,N,2,2,0,0,0,0,0,0,0,황금119안전센터,053-764-0119,09:00~18:00,Oct-86,35.8355187,128.6264323,2019-09-10
개방화장실,대구지방경찰청,"대구광역시 수성구 무학로 227, (지산동)",대구광역시 수성구 지산동 720,N,93,128,3,3,0,0,56,3,0,대구지방경찰청,053-804-2188,24시간,Mar-97,35.8294628,128.6343479,2019-09-10
개방화장실,지산2동주민센터,"대구광역시 수성구 용학로33길 9, (지산동)",대구광역시 수성구 지산동 1249-1,N,1,3,2,0,0,0,3,1,0,지산2동주민센터,053-666-3318,09:00~18:00,Oct-92,35.82312622,128.6280171,2019-09-10
개방화장실,지산2동치안센터,"대구광역시 수성구 용학로33길 15, (지산동)",대구광역시 수성구 지산동 1249,N,2,2,2,0,0,0,0,0,0,지산2동치안센터,053-781-0112,09:00~18:00,Nov-97,35.82333317,128.6281117,2019-09-10
개방화장실,범물우체국,"대구광역시 수성구 범안로16길 6, (범물동)",대구광역시 수성구 범물동 1321-5,N,1,1,0,0,0,0,1,0,0,범물우체국,053-784-9356,09:00~18:00,Dec-92,35.817809,128.6462897,2019-09-10
개방화장실,범물1동주민센터,"대구광역시 수성구 범안로 76, (범물동)",대구광역시 수성구 범물동 1321-3,N,2,2,1,1,0,0,4,0,0,범물1동주민센터,053-666-3909,09:00~18:00,Jul-92,35.8177491,128.6459685,2019-09-10
개방화장실,상동119안전센터,"대구광역시 수성구 파동로51길 5, (파동)",대구광역시 수성구 파동 616-5,N,3,4,0,0,0,0,0,0,0,상동119안전센터,053-765-0119,09:00~18:00,Oct-87,35.82509717,128.609373,2019-09-10
개방화장실,범물치안센터,"대구광역시 수성구 범안로 78, (범물동)",대구광역시 수성구 범물동 1321-4,N,1,2,1,0,0,0,0,0,0,범물치안센터,053-782-0112,09:00~18:00,Nov-97,35.8179333,128.6463017,2019-09-10
개방화장실,수성소방서.119구조대.범물119안전센터,"대구광역시 수성구 청호로 87, (범물동)",대구광역시 수성구 범물동 1259,N,2,5,1,0,0,0,2,0,0,수성소방서.119구조대.범물119안전센터,053-780-5200,09:00~18:00,Feb-18,35.82550081,128.6442386,2019-09-10
개방화장실,범물2동주민센터,"대구광역시 수성구 범안로 52, (범물동)",대구광역시 수성구 범물동 1374-1,N,3,4,0,0,0,0,5,0,0,범물2동주민센터,053-666-3320,09:00~18:00,Jun-00,35.81750129,128.6434434,2019-09-10
개방화장실,신매우체국,"대구광역시 수성구 달구벌대로 3182, (신매동)",대구광역시 수성구 신매동 566-1,N,2,2,0,0,0,0,2,0,0,신매우체국,053-793-6001,09:00~18:00,Dec-94,35.84050198,128.7046377,2019-09-10
개방화장실,고산1동주민센터,"대구광역시 수성구 달구벌대로 3260-2, (신매동)",대구광역시 수성구 신매동 193-1,N,2,3,1,0,0,0,2,0,0,고산1동주민센터,053-666-3321,09:00~18:00,Apr-89,35.8371318,128.7124229,2019-09-10
개방화장실,고산119안전센터,"대구광역시 수성구 고산로 105, (신매동)",대구광역시 수성구 신매동 566-2,N,2,3,0,0,0,0,1,0,0,고산119안전센터,053-791-7119,09:00~18:00,Dec-95,35.8403373,128.7045513,2019-09-10
개방화장실,고산1동치안센터,"대구광역시 수성구 신매로 86, (신매동)",대구광역시 수성구 신매동 578-7,N,1,0,1,0,0,0,0,0,0,고산1동치안센터,053-600-6301,09:00~18:00,Nov-97,35.83715901,128.7090204,2019-09-10
개방화장실,신매역,"대구광역시 수성구 달구벌대로 3188, (신매동)",대구광역시 수성구 신매동 567,N,4,7,1,1,0,0,11,1,0,대구도시철도공사,053-791-0898,05:30~24:00,Jan-18,35.84031802,128.7052185,2019-09-10
개방화장실,고산2동주민센터,"대구광역시 수성구 달구벌대로 3091, (시지동)",대구광역시 수성구 시지동 140-3,N,6,9,3,0,0,0,12,0,0,고산2동주민센터,053-666-3322,09:00~18:00,Jun-99,35.8435085,128.695184,2019-09-10
개방화장실,고산2동치안센터,"대구광역시 수성구 시지로 46, (시지동)",대구광역시 수성구 시지동 489-4,N,0,1,1,0,0,0,0,1,0,고산2동치안센터,053-600-6302,09:00~18:00,Jan-18,35.83965269,128.6941211,2019-09-10
개방화장실,고산역,,대구광역시 수성구 시지동 181,N,3,4,1,1,0,0,9,1,1,대구도시철도공사,053-791-0858,05:30~24:00,Jan-18,35.84373085,128.6902712,2019-09-10
개방화장실,대공원역,,대구광역시 수성구 연호동 186-5,N,6,10,2,2,0,0,18,2,2,대구도시철도공사,053-791-0881,05:30~24:00,Jan-18,35.8419183,128.680968,2019-09-10
개방화장실,연호역,"대구광역시 수성구 달구벌대로 2855, (연호동)",대구광역시 수성구 연호동 22-1,N,3,4,1,1,1,0,8,1,0,대구도시철도공사,053-791-0922,05:30~24:00,Dec-18,35.8470725,128.671304,2019-09-10
개방화장실,고산지구대,"대구광역시 수성구 고산로 150, (매호동)",대구광역시 수성구 매호동 1325-7,N,1,1,2,0,0,0,0,0,0,고산지구대,053-600-6303,09:00~18:00,Dec-18,35.84383457,128.7065117,2019-09-10
개방화장실,사월역,,대구광역시 수성구 사월동 407-4,N,5,8,2,2,0,0,15,2,1,대구도시철도공사,053-795-0767,05:30~24:00,Jan-18,35.83656497,128.7164645,2019-09-10
개방화장실,신매공원,,대구광역시 수성구 신매동 510-65,N,1,3,1,1,0,0,2,0,0,신매공원,053-666-2835,24시간,Dec-18,35.83378263,128.7038213,2019-09-10
개방화장실,매호공원,"대구광역시 수성구 천을로23길 5, (매호동)",대구광역시 수성구 매호동 1321,N,1,3,0,0,0,0,1,0,0,매호공원,053-666-2835,24시간,Dec-95,35.84463371,128.7039616,2019-09-10
개방화장실,노변공원,,대구광역시 수성구 시지동 501,N,1,1,1,1,0,0,1,1,0,노변공원,053-666-2835,24시간,Aug-18,35.83875924,128.6989727,2019-09-10
개방화장실,화랑공원,"대구광역시 수성구 만촌로 151, (만촌동)",대구광역시 수성구 만촌동 1417,N,2,3,1,1,0,0,3,0,0,화랑공원,053-666-2835,24시간,Jan-18,35.87213596,128.6393415,2019-09-10
개방화장실,지산어린이공원,,대구광역시 수성구 지산동 1013,N,1,1,0,0,0,0,1,0,0,지산어린이공원,053-666-2835,24시간,Mar-92,35.83500044,128.6273028,2019-09-10
개방화장실,범물어린이공원,,대구광역시 수성구 범물동 1376,N,1,2,0,0,0,0,2,0,0,범물어린이공원,053-666-2835,24시간,Jan-93,35.81717261,128.6442265,2019-09-10
개방화장실,수성유원지(지산하수처리장),"대구광역시 수성구 무학로 112, (두산동)",대구광역시 수성구 두산동 499-4,N,3,5,1,1,1,0,6,0,0,수성유원지(지산하수처리장),053-666-2835,24시간,Jun-18,35.8292435,128.6209285,2019-09-10
개방화장실,관계지어린이공원,,대구광역시 수성구 범물동 1367,N,1,2,0,0,0,0,2,0,0,관계지어린이공원,053-666-2835,24시간,Jan-93,35.81442027,128.6397889,2019-09-10
개방화장실,중앙어린이공원,,대구광역시 수성구 범물동 1348,N,1,2,0,0,0,0,2,0,0,중앙어린이공원,053-666-2835,24시간,Jan-93,35.81787799,128.6387322,2019-09-10
개방화장실,수성유원지(보트장쪽),,대구광역시 수성구 두산동 554-3,N,3,5,1,1,0,0,7,1,0,수성유원지(보트장쪽),053-666-2835,24시간,May-96,35.82644007,128.6181931,2019-09-10
개방화장실,수성유원지(삼풍아파트 동편),,대구광역시 수성구 두산동 산21-10,N,3,4,0,0,0,0,4,0,0,수성유원지(삼풍아파트 동편),053-666-2835,24시간,Jan-82,35.82483646,128.6145395,2019-09-10
개방화장실,수성유원지(구 충혼탑앞),,대구광역시 수성구 두산동 산21-13,Y,2,2,0,0,0,0,0,0,0,수성유원지(구 충혼탑앞),053-666-2835,24시간,Jan-82,35.82582061,128.6159637,2019-09-10
개방화장실,고산3동주민센터,"대구광역시 수성구 고산로 152, (매호동)",대구광역시 수성구 매호동 1325-6,N,2,3,1,0,0,0,3,0,0,고산3동주민센터,053-666-3973,09:00~18:00,Nov-96,35.8440476,128.7066132,2019-09-10
개방화장실,배수지어린이공원,,대구광역시 수성구 범물동 1302,N,1,2,0,0,0,0,2,0,0,배수지어린이공원,053-666-2835,24시간,Jan-93,35.81606017,128.6482787,2019-09-10
개방화장실,범물근린공원,"대구광역시 수성구 지범로 232, (범물동)",대구광역시 수성구 범물동 1328-2,N,1,2,1,1,0,0,1,0,0,범물근린공원,053-666-2835,24시간,Jan-93,35.81840305,128.6433622,2019-09-10
개방화장실,무학어린이공원,,대구광역시 수성구 지산동 1293,Y,1,2,0,0,0,0,0,0,0,무학어린이공원,053-666-2835,24시간,Mar-92,35.82500235,128.6396969,2019-09-10
개방화장실,지산근린공원,"대구광역시 수성구 용학로 267, (지산동)",대구광역시 수성구 지산동 1274,N,1,2,0,0,0,0,2,0,0,지산근린공원,053-666-2835,24시간,Nov-92,35.82093041,128.6376168,2019-09-10
개방화장실,에덴공원,,대구광역시 수성구 지산동 1272-1,N,1,2,1,0,0,0,3,1,0,에덴공원,053-666-2835,24시간,Jun-18,35.82156181,128.6324204,2019-09-10
개방화장실,화성공원,,대구광역시 수성구 지산동 1256,Y,1,2,0,0,0,0,0,0,0,화성공원,053-666-2835,24시간,Aug-92,35.82542662,128.6293523,2019-09-10
개방화장실,시민공원,,대구광역시 수성구 범어동 산228-1,N,2,2,0,0,0,0,0,0,0,시민공원,053-666-2835,24시간,Jan-00,35.86328306,128.6309144,2019-09-10
개방화장실,용두골공중화장실,,대구광역시 수성구 파동 산65,N,0,0,1,1,0,0,1,1,0,앞산공원관리사무소,053-803-5465,24시간,Jan-82,35.8093429,128.6074045,2019-09-10
개방화장실,지산지구대,"대구광역시 수성구 지범로 155, (지산동)",대구광역시 수성구 지산동 1277-16,N,2,2,2,0,0,0,2,1,0,지산지구대,053-600-6315,09:00~18:00,Jan-92,35.82312295,128.6371806,2019-09-10
개방화장실,용학도서관,"대구광역시 수성구 지범로41길 36, (범물동)",대구광역시 수성구 범물동 1283-1,N,12,18,6,0,0,0,24,6,0,용학도서관,053-782-9600,09:00~18:00,Feb-18,35.82120933,128.6461294,2019-09-10
공중화장실,홈플러스대구스타디움 고객화장실,"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,3,2,1,1,0,1,6,1,0,홈플러스대구스타디움 고객화장실,053-664-8124,10:00~24:00,Dec-18,35.83166106,128.6873219,2019-09-10
개방화장실,영광메디칼빌딩,"대구광역시 수성구 달구벌대로 2296, (수성동1가)",대구광역시 수성구 수성동1가 45-2,N,12,12,1,0,0,0,12,1,0,영광메디칼빌딩,053-741-0009,09:00~18:00,Oct-18,35.8595035,128.6135341,2019-09-10
개방화장실,두산문화센터,"대구광역시 수성구 들안로16길 78, (두산동)",대구광역시 수성구 두산동 30,N,9,15,1,1,0,0,8,1,0,두산문화센터,053-666-2542,09:00~18:00,Jan-18,35.83920303,128.6183376,2019-09-10
공중화장실,홈플러스수성점,"대구광역시 수성구 동대구로 95, (두산동, 수성SK리더스뷰)",대구광역시 수성구 두산동 113 수성SK리더스뷰,N,7,10,1,0,0,0,17,1,0,홈플러스수성점,053-760-8000,09:00~24:00,Sep-18,35.83871,128.6230423,2019-09-10
개방화장실,대구미술관(전시동),"대구광역시 수성구 미술관로 40, (삼덕동)",대구광역시 수성구 삼덕동 374,N,8,11,2,0,2,0,18,2,4,대구미술관(전시동),053-790-3000,09:00~18:00,Mar-18,35.8276258,128.6739499,2019-09-10
공중화장실,들안길초등학교,"대구광역시 수성구 들안로16길 58, (두산동)",대구광역시 수성구 두산동 28-2,N,28,45,8,0,4,0,72,4,2,들안길초등학교,053-232-5520,09:00~18:00,Aug-18,35.8389175,128.6184115,2019-09-10
개방화장실,수성구청소년수련원,"대구광역시 수성구 진밭길 409, (범물동)",대구광역시 수성구 범물동 1118-1,N,2,1,1,1,0,0,8,2,0,수성구청소년수련원,053-784-1318,09:00~18:00,Feb-18,35.79910877,128.6723703,2019-09-10
개방화장실,수성패밀리파크,"대구광역시 수성구 팔현길 88-46, (고모동)",대구광역시 수성구 고모동 20-1,N,5,0,3,3,0,2,10,3,0,수성패밀리파크,053-666-2835,24시간,Apr-18,35.8712637,128.6730504,2019-09-10
개방화장실,무열로119안전센터,"대구광역시 수성구 무열로 139, (만촌동)",대구광역시 수성구 만촌동 678-81,N,2,1,0,0,0,0,1,0,0,무열로119안전센터,053-741-0119,09:00~18:00,May-91,35.8706983,128.648153,2019-09-10
개방화장실,범어도서관,"대구광역시 수성구 달구벌대로 2451, (범어동)",대구광역시 수성구 범어동 405-16,N,15,11,6,0,1,0,36,6,1,범어도서관,053-668-1600,09:00~18:00,Apr-18,35.85937259,128.6306729,2019-09-10
개방화장실,만촌지구대,"대구광역시 수성구 무열로 111, (만촌동)",대구광역시 수성구 만촌동 977-11,N,2,4,1,1,0,0,2,1,0,만촌지구대,053-600-6305,24시간,Nov-95,35.8683077,128.6488597,2019-09-10
개방화장실,만촌1동치안센터,"대구광역시 수성구 무열로 196, (만촌동)",대구광역시 수성구 만촌동 370-6,N,2,4,1,1,0,0,1,1,0,만촌지구대,053-600-6304,09:00~18:00,Sep-18,35.87504366,128.6464454,2019-09-10
개방화장실,수성시장역,"대구광역시 수성구 명덕로 420, (수성동2가)",대구광역시 수성구 수성동2가 59-1,N,2,2,1,1,0,0,5,1,1,대구도시철도공사,053-640-7581,05:30~24:00,Apr-18,35.85426618,128.6160181,2019-09-10
개방화장실,수성구민운동장역,"대구광역시 수성구 동대구로 248, (범어동)",대구광역시 수성구 범어동 690,N,2,2,1,1,0,0,5,1,1,대구도시철도공사,053-640-7581,05:30~24:00,Apr-18,35.85244227,128.625348,2019-09-10
개방화장실,어린이회관역,"대구광역시 수성구 동대구로 166, (황금동)",대구광역시 수성구 황금동 908,N,2,2,1,1,0,0,5,1,1,대구도시철도공사,053-640-7611,05:30~24:00,Apr-18,35.84508112,128.6248363,2019-09-10
개방화장실,황금역,"대구광역시 수성구 동대구로 100, (두산동)",대구광역시 수성구 두산동 968,N,2,2,1,1,0,0,5,1,1,대구도시철도공사,053-640-7611,05:30~24:00,Apr-18,35.83918923,128.6242971,2019-09-10
개방화장실,수성못역,"대구광역시 수성구 동대구로 14, (지산동)",대구광역시 수성구 지산동 1086,N,2,2,1,1,0,0,5,1,1,대구도시철도공사,053-640-7611,05:30~24:00,Apr-18,35.8371472,128.6273862,2019-09-10
개방화장실,지산역,"대구광역시 수성구 지범로 100, (지산동)",대구광역시 수성구 지산동 1257-3,N,3,2,1,1,1,0,5,1,0,대구도시철도공사,053-640-7611,05:30~24:00,Apr-18,35.8232445,128.6336788,2019-09-10
개방화장실,범물역,"대구광역시 수성구 지범로 194, (범물동)",대구광역시 수성구 범물동 1325,N,3,2,1,1,1,0,5,1,0,대구도시철도공사,053-640-7611,05:30~24:00,Apr-18,35.820856,128.64011,2019-09-10
개방화장실,파동어린이도서관(건물2층),"대구광역시 수성구 파동로 102, (파동)",대구광역시 수성구 파동 201-19,N,1,1,0,0,0,0,1,0,0,파동어린이도서관(건물2층),053-668-1801,09:00~18:00,Jul-18,35.81288063,128.617114,2019-09-10
개방화장실,용지역,"대구광역시 수성구 범안로 83, (범물동)",대구광역시 수성구 범물동 1287-2,N,3,2,1,1,1,0,5,1,0,대구도시철도공사,053-640-7611,05:30~24:00,Apr-18,35.818285,128.64653,2019-09-10
개방화장실,고산도서관,"대구광역시 수성구 달구벌대로650길 6, (신매동)",대구광역시 수성구 신매동 571-1,N,6,8,1,1,1,1,14,1,0,고산도서관,053-668-1900,09:00~18:00,Dec-18,35.8378178,128.7106321,2019-09-10
개방화장실,고산건강생활지원센터,"대구광역시 수성구 욱수천로 99, (신매동)",대구광역시 수성구 신매동 170-2,N,4,8,4,0,0,0,12,4,0,고산건강생활지원센터,053-666-3160,09:00~18:00,Jan-18,35.83699223,128.7128266,2019-09-10
개방화장실,수성국민체육센터,"대구광역시 수성구 동대구로50길 121-10, (범어동)",대구광역시 수성구 범어동 산176-1,N,3,3,2,2,0,0,8,2,0,수성국민체육센터,053-666-2192,09:00~18:00,Aug-18,35.84831469,128.6304191,2019-09-10
개방화장실,대구육상진흥센터,"대구광역시 수성구 미술관로 88, (삼덕동)",대구광역시 수성구 삼덕동 302-5,N,37,36,6,8,0,0,104,6,0,육상진흥센터,053-790-4013,09:00~18:00,Dec-18,35.82827371,128.6791246,2019-09-10
개방화장실,시민생활스포츠센터,"대구광역시 수성구 미술관로 88, (삼덕동)",대구광역시 수성구 삼덕동 302-5,N,2,1,2,3,0,0,3,5,0,육상진흥센터,053-790-4013,09:00~18:00,Dec-18,35.82827371,128.6791246,2019-09-10
